CPU,RAM,Storage,GPU,ScreenSize,ScreenType,TouchType,Form,Region,Price in $
CPU 5c,RAM 14,S 36,GPU 4,17,FHD,Non-Touch,DE,2594.82
CPU 5c,RAM 14,S 36,GPU 11,17,FHD,Non-Touch,UK,3768.70
CPU 5c,RAM 4,S 11,GPU 1,12,HD+,Non-Touch,CN,733.35
CPU 5c,RAM 7,S 6,GPU 1,13,FHD,Non-Touch,CN,809.85
CPU 5c,RAM 7,S 11,GPU 1,12,HD+,Non-Touch,CN,899.85
CPU 5c,RAM 7,S 11,GPU 1,12,UHD,Touch,CN,1858.20
CPU 5c,RAM 7,S 11,GPU 1,14,HD+,Non-Touch,BR,1079.82
CPU 5c,RAM 7,S 11,GPU 1,14,FHD,Non-Touch,US,826.67
CPU 5c,RAM 7,S 30,GPU 7,15,FHD,Non-Touch,UK,1251.99
CPU 5c,RAM 7,S 11,GPU 1,12,QHD+,Touch,US,1049
CPU 5c,RAM 7,S 23,GPU 7,15,UHD,Non-Touch,IN,1063.86
CPU 5c,RAM 7,S 11,GPU 10,13,QHD+,Touch,UK,1949.99
CPU 5c,RAM 7,S 18,GPU 1,13,QHD+,Touch,IN,1801.66
CPU 5c,RAM 7,S 23,GPU 12,15,FHD,Non-Touch,IN,1008.00
CPU 5c,RAM 7,S 30,GPU 12,15,FHD,Non-Touch,DE,1178.82
CPU 5c,RAM 7,S 30,GPU 12,17,FHD,Non-Touch,DE,1167.02
CPU 5c,RAM 7,S 23,GPU 1,15,FHD,Non-Touch,IN,741.86
CPU 5c,RAM 7,S 25,GPU 7,15,UHD,Touch,US,1099.99
CPU 5c,RAM 7,S 18,GPU 1,14,FHD,Non-Touch,US,1149
CPU 5c,RAM 7,S 17,GPU 1,14,HD,Non-Touch,BR,1133.82
CPU 5c,RAM 7,S 17,GPU 1,14,FHD,Non-Touch,BR,1133.82
CPU 5c,RAM 7,S 23,GPU 8,17,FHD,Non-Touch,US,1399.95
CPU 5c,RAM 7,S 23,GPU 1,15,FHD,Touch,IN,1190.00
CPU 6a,RAM 4,S 6,GPU 1,12,QHD+,Touch,US,645.29
CPU 6a,RAM 4,S 6,GPU 1,12,FHD+,Non-Touch,CN,539.85
CPU 6b,RAM 4,S 6,GPU 1,12,FHD+,Touch,IN,1257.97
CPU 8a,RAM 9,S 23,GPU 1,15,HD+,Non-Touch,CN,629.85
CPU 8a,RAM 9,S 11,GPU 1,15,FHD,Non-Touch,CN,614.85
CPU 8a,RAM 9,S 23,GPU 1,15,FHD,Non-Touch,CN,644.85
CPU 8a,RAM 10,S 17,GPU 1,15,HD+,Non-Touch,CN,1094.85
CPU 8a,RAM 10,S 23,GPU 6,15,QHD+,Touch,CN,3883.20
CPU 8a,RAM 10,S 23,GPU 14,13,QHD+,Touch,CN,3583.20
CPU 8a,RAM 10,S 18,GPU 1,13,FHD+,Touch,CN,2533.20
CPU 8a,RAM 10,S 23,GPU 1,15,FHD,Touch,US,479.99
CPU 8a,RAM 10,S 23,GPU 3,15,FHD,Non-Touch,IN,477.40
CPU 8a,RAM 10,S 23,GPU 1,15,FHD,Non-Touch,IN,422.80
CPU 8a,RAM 2,S 23,GPU 1,15,HD+,Non-Touch,IN,447.86
CPU 8a,RAM 4,S 23,GPU 1,14,HD+,Touch,BR,450.00
CPU 8a,RAM 4,S 23,GPU 1,15,HD,Non-Touch,BR,385.02
CPU 8a,RAM 4,S 23,GPU 1,15,HD+,Non-Touch,BR,519.75
CPU 8a,RAM 4,S 23,GPU 1,15,FHD,Non-Touch,UK,493.99
CPU 8a,RAM 4,S 6,GPU 1,15,HD,Non-Touch,UK,518.70
CPU 8a,RAM 4,S 6,GPU 1,14,FHD,Non-Touch,DE,410.64
CPU 8a,RAM 4,S 6,GPU 1,15,FHD,Non-Touch,DE,507.40
CPU 8a,RAM 4,S 17,GPU 1,14,HD+,Non-Touch,CN,464.85
CPU 8a,RAM 4,S 11,GPU 1,14,HD+,Non-Touch,CN,509.85
CPU 8a,RAM 4,S 6,GPU 1,12,FHD+,Touch,CN,734.85
CPU 8a,RAM 4,S 17,GPU 1,14,FHD,Non-Touch,CN,524.85
CPU 8a,RAM 4,S 23,GPU 1,14,HD+,Non-Touch,CN,449.85
CPU 8a,RAM 4,S 17,GPU 1,15,HD+,Non-Touch,CN,554.85
CPU 8a,RAM 4,S 6,GPU 1,13,FHD,Non-Touch,CN,599.85
CPU 8a,RAM 4,S 11,GPU 1,13,FHD,Non-Touch,CN,599.85
CPU 8a,RAM 4,S 23,GPU 1,13,FHD,Touch,US,479.99
CPU 8a,RAM 4,S 23,GPU 1,15,FHD,Touch,US,479.99
CPU 8a,RAM 4,S 11,GPU 1,13,FHD,Touch,JP,740.81
CPU 8a,RAM 4,S 23,GPU 1,15,HD+,Touch,BR,518.94
CPU 8a,RAM 4,S 6,GPU 1,14,FHD,Touch,DE,765.81
CPU 8a,RAM 4,S 30,GPU 1,15,FHD,Non-Touch,CN,538.20
CPU 8a,RAM 4,S 11,GPU 1,15,FHD,Non-Touch,FR,435.95
CPU 8a,RAM 4,S 6,GPU 1,17,FHD,Non-Touch,FR,653.95
CPU 8a,RAM 4,S 23,GPU 15,15,FHD,Non-Touch,FR,490.45
CPU 8a,RAM 4,S 23,GPU 1,17,HD+,Non-Touch,FR,653.95
CPU 8a,RAM 4,S 6,GPU 1,14,HD+,Touch,FR,599.45
CPU 8a,RAM 4,S 17,GPU 1,15,HD,Non-Touch,BR,502.02
CPU 8a,RAM 4,S 6,GPU 1,13,FHD,Touch,DE,765.81
CPU 8a,RAM 4,S 45,GPU 1,15,FHD,Touch,US,399.99
CPU 8a,RAM 4,S 6,GPU 1,12,FHD+,Non-Touch,CN,734.85
CPU 8a,RAM 4,S 6,GPU 1,14,HD+,Non-Touch,FR,599.45
CPU 8a,RAM 4,S 23,GPU 1,14,FHD,Non-Touch,IN,405.86
CPU 8a,RAM 4,S 23,GPU 2,15,HD+,Non-Touch,IN,405.86
CPU 8a,RAM 4,S 11,GPU 1,15,HD+,Non-Touch,DE,470.82
CPU 8a,RAM 4,S 23,GPU 3,15,FHD,Non-Touch,IN,477.40
CPU 8a,RAM 4,S 26,GPU 15,15,HD+,Non-Touch,IN,503.86
CPU 8a,RAM 4,S 20,GPU 1,15,FHD,Non-Touch,FR,544.95
CPU 8a,RAM 4,S 6,GPU 1,12,FHD,Touch,US,359.99
CPU 8a,RAM 4,S 23,GPU 1,14,HD,Non-Touch,BR,435.42
CPU 8a,RAM 4,S 23,GPU 1,14,HD,Touch,BR,408.42
CPU 8a,RAM 4,S 17,GPU 1,14,HD,Non-Touch,BR,431.26
CPU 8a,RAM 6,S 6,GPU 1,15,HD,Touch,US,392
CPU 8a,RAM 7,S 23,GPU 1,15,HD,Non-Touch,UK,558.99
CPU 8a,RAM 7,S 11,GPU 1,14,FHD,Non-Touch,DE,625.40
CPU 8a,RAM 7,S 6,GPU 1,14,FHD,Non-Touch,DE,464.92
CPU 8a,RAM 7,S 6,GPU 1,14,FHD,Touch,UK,1039.99
CPU 8a,RAM 7,S 23,GPU 1,15,FHD,Non-Touch,JP,972.61
CPU 8a,RAM 7,S 17,GPU 1,15,HD+,Non-Touch,CN,599.85
CPU 8a,RAM 7,S 17,GPU 1,14,HD+,Non-Touch,CN,569.85
CPU 8a,RAM 7,S 23,GPU 1,17,FHD,Non-Touch,US,549.99
CPU 8a,RAM 7,S 23,GPU 1,15,HD+,Non-Touch,AU,503.28
CPU 8a,RAM 7,S 30,GPU 1,15,FHD,Non-Touch,DE,519.71
CPU 8a,RAM 7,S 11,GPU 14,13,QHD+,Touch,CN,2383.20
CPU 8a,RAM 7,S 11,GPU 1,13,FHD,Non-Touch,FR,653.95
CPU 8a,RAM 7,S 6,GPU 1,17,FHD,Non-Touch,FR,708.45
CPU 8a,RAM 7,S 11,GPU 15,17,HD+,Non-Touch,DE,706.82
CPU 8a,RAM 7,S 17,GPU 1,14,FHD,Non-Touch,CN,569.85
CPU 8a,RAM 7,S 30,GPU 1,13,FHD,Non-Touch,IN,629.86
CPU 8a,RAM 7,S 30,GPU 1,15,HD+,Non-Touch,CN,539.85
CPU 8a,RAM 7,S 45,GPU 1,17,HD+,Non-Touch,DE,647.82
CPU 8a,RAM 7,S 23,GPU 1,15,HD+,Touch,US,439.99
CPU 8a,RAM 7,S 6,GPU 1,13,FHD,Touch,UK,909.99
CPU 8a,RAM 7,S 30,GPU 1,17,FHD,Non-Touch,FR,708.45
CPU 8a,RAM 7,S 11,GPU 1,17,HD+,Non-Touch,DE,647.82
CPU 8b,RAM 9,S 23,GPU 16,15,FHD,Touch,US,799.99
CPU 8b,RAM 9,S 23,GPU 1,15,HD+,Touch,BR,764.60
CPU 8b,RAM 9,S 23,GPU 17,15,FHD,Non-Touch,US,734.9
CPU 8b,RAM 10,S 18,GPU 18,15,FHD,Non-Touch,DE,2242.00
CPU 8b,RAM 10,S 18,GPU 14,15,UHD,Non-Touch,DE,2016.62
CPU 8b,RAM 10,S 11,GPU 1,13,QHD+,Non-Touch,DE,2338.76
CPU 8b,RAM 10,S 6,GPU 1,13,QHD+,Non-Touch,DE,1935.20
CPU 8b,RAM 10,S 18,GPU 1,13,QHD+,Non-Touch,DE,2642.02
CPU 8b,RAM 10,S 23,GPU 1,13,QHD+,Non-Touch,DE,3232.02
CPU 8b,RAM 10,S 56,GPU 1,15,HD+,Non-Touch,US,599.99
CPU 8b,RAM 10,S 33,GPU 18,15,FHD,Non-Touch,US,969.97
CPU 8b,RAM 10,S 23,GPU 14,15,FHD,Non-Touch,US,699.99
CPU 8b,RAM 10,S 30,GPU 14,15,FHD,Non-Touch,US,899.98
CPU 8b,RAM 10,S 18,GPU 1,13,FHD+,Non-Touch,US,1799
CPU 8b,RAM 10,S 11,GPU 1,13,FHD+,Non-Touch,US,1599
CPU 8b,RAM 10,S 45,GPU 1,15,HD+,Non-Touch,IN,1147.86
CPU 8b,RAM 10,S 23,GPU 1,15,HD+,Non-Touch,US,399.99
CPU 8b,RAM 2,S 11,GPU 1,15,HD+,Non-Touch,CN,701.85
CPU 8b,RAM 2,S 23,GPU 1,15,HD+,Non-Touch,IN,671.86
CPU 8b,RAM 2,S 23,GPU 1,15,FHD,Non-Touch,IN,644.00
CPU 8b,RAM 2,S 30,GPU 1,15,FHD,Non-Touch,CN,704.85
CPU 8b,RAM 14,S 23,GPU 14,15,FHD,Non-Touch,US,679.99
CPU 8b,RAM 14,S 30,GPU 14,15,FHD,Non-Touch,US,699.99
CPU 8b,RAM 14,S 30,GPU 1,15,FHD,Non-Touch,US,599
CPU 8b,RAM 14,S 30,GPU 18,15,FHD,Non-Touch,US,779
CPU 8b,RAM 4,S 11,GPU 1,13,FHD+,Non-Touch,CN,928.20
CPU 8b,RAM 4,S 23,GPU 1,15,FHD,Non-Touch,UK,519.96
CPU 8b,RAM 4,S 6,GPU 1,13,FHD+,Touch,UK,1207.70
CPU 8b,RAM 4,S 6,GPU 1,12,QHD+,Touch,UK,1038.70
CPU 8b,RAM 4,S 23,GPU 14,15,FHD,Non-Touch,CN,929.85
CPU 8b,RAM 4,S 11,GPU 1,13,UHD,Non-Touch,CN,928.20
CPU 8b,RAM 4,S 17,GPU 1,14,HD+,Non-Touch,CN,494.85
CPU 8b,RAM 4,S 11,GPU 1,13,FHD,Touch,CN,944.85
CPU 8b,RAM 4,S 11,GPU 1,12,FHD,Touch,CN,719.85
CPU 8b,RAM 4,S 23,GPU 1,15,HD+,Non-Touch,CN,547.35
CPU 8b,RAM 4,S 11,GPU 1,14,FHD,Non-Touch,CN,989.85
CPU 8b,RAM 4,S 23,GPU 1,14,HD+,Non-Touch,CN,689.85
CPU 8b,RAM 4,S 30,GPU 1,15,HD+,Non-Touch,CN,614.85
CPU 8b,RAM 4,S 17,GPU 1,15,HD+,Non-Touch,CN,524.85
CPU 8b,RAM 4,S 17,GPU 1,14,FHD,Non-Touch,CN,719.85
CPU 8b,RAM 4,S 6,GPU 1,12,FHD+,Touch,US,919.99
CPU 8b,RAM 4,S 23,GPU 1,15,HD+,Touch,BR,489.42
CPU 8b,RAM 4,S 11,GPU 1,10,QHD+,Touch,JP,1690.81
CPU 8b,RAM 4,S 23,GPU 1,17,FHD,Non-Touch,FR,719.35
CPU 8b,RAM 4,S 23,GPU 1,14,FHD,Non-Touch,CN,554.85
CPU 8b,RAM 4,S 6,GPU 1,15,HD+,Non-Touch,CN,539.85
CPU 8b,RAM 4,S 17,GPU 1,15,HD,Non-Touch,BR,397.30
CPU 8b,RAM 4,S 11,GPU 1,15,HD+,Non-Touch,CN,569.85
CPU 8b,RAM 4,S 23,GPU 18,15,FHD,Non-Touch,IN,1021.86
CPU 8b,RAM 4,S 11,GPU 1,15,FHD,Non-Touch,IN,1132.60
CPU 8b,RAM 4,S 6,GPU 14,15,FHD,Non-Touch,UK,1104.99
CPU 8b,RAM 4,S 17,GPU 1,13,QHD+,Non-Touch,UK,597.99
CPU 8b,RAM 4,S 45,GPU 1,15,HD+,Non-Touch,IN,835.72
CPU 8b,RAM 4,S 6,GPU 1,10,QHD+,Touch,US,949.99
CPU 8b,RAM 4,S 11,GPU 1,10,FHD,Touch,US,1049.99
CPU 8b,RAM 4,S 23,GPU 1,13,FHD,Touch,IN,825.86
CPU 8b,RAM 4,S 17,GPU 15,14,HD+,Non-Touch,CN,554.85
CPU 8b,RAM 4,S 11,GPU 1,12,FHD,Non-Touch,CN,794.85
CPU 8b,RAM 4,S 23,GPU 1,15,HD,Non-Touch,BR,665.82
CPU 8b,RAM 6,S 11,GPU 1,15,HD,Non-Touch,US,479.99
CPU 8b,RAM 6,S 23,GPU 14,15,FHD,Non-Touch,FR,817.49
CPU 8b,RAM 6,S 23,GPU 1,15,HD,Non-Touch,US,414.8
CPU 8b,RAM 7,S 11,GPU 1,13,QHD+,Non-Touch,JP,1690.81
CPU 8b,RAM 7,S 6,GPU 1,13,QHD+,Non-Touch,JP,1465.09
CPU 8b,RAM 7,S 11,GPU 1,12,FHD+,Non-Touch,JP,1218.85
CPU 8b,RAM 7,S 18,GPU 1,12,FHD+,Non-Touch,JP,1803.67
CPU 8b,RAM 7,S 23,GPU 1,15,HD,Non-Touch,BR,539.64
CPU 8b,RAM 7,S 45,GPU 1,15,HD,Non-Touch,BR,566.82
CPU 8b,RAM 7,S 45,GPU 1,15,FHD,Non-Touch,BR,737.82
CPU 8b,RAM 7,S 25,GPU 14,15,FHD,Non-Touch,UK,972.10
CPU 8b,RAM 7,S 23,GPU 14,15,FHD,Non-Touch,UK,963.26
CPU 8b,RAM 7,S 11,GPU 1,13,FHD+,Non-Touch,CN,1078.20
CPU 8b,RAM 7,S 23,GPU 13,15,FHD,Non-Touch,DE,706.82
CPU 8b,RAM 7,S 30,GPU 14,15,FHD,Non-Touch,DE,942.82
CPU 8b,RAM 7,S 18,GPU 14,15,FHD,Non-Touch,DE,1962.34
CPU 8b,RAM 7,S 30,GPU 18,15,FHD,Non-Touch,DE,1100.94
CPU 8b,RAM 7,S 18,GPU 1,13,QHD+,Non-Touch,DE,2175.92
CPU 8b,RAM 7,S 23,GPU 1,13,QHD+,Non-Touch,DE,2852.06
CPU 8b,RAM 7,S 11,GPU 1,13,FHD,Touch,DE,1451.40
CPU 8b,RAM 7,S 11,GPU 1,15,FHD,Non-Touch,DE,1576.48
CPU 8b,RAM 7,S 11,GPU 1,14,FHD,Non-Touch,DE,2059.10
CPU 8b,RAM 7,S 11,GPU 1,13,FHD,Non-Touch,DE,1713.36
CPU 8b,RAM 7,S 18,GPU 1,12,FHD,Touch,DE,2205.42
CPU 8b,RAM 7,S 11,GPU 14,15,FHD,Non-Touch,UK,909.96
CPU 8b,RAM 7,S 30,GPU 14,17,FHD,Non-Touch,UK,1234.99
CPU 8b,RAM 7,S 11,GPU 1,12,FHD+,Touch,AU,1439.28
CPU 8b,RAM 7,S 6,GPU 1,13,QHD+,Touch,AU,1151.28
CPU 8b,RAM 7,S 11,GPU 1,13,FHD+,Touch,UK,1558.70
CPU 8b,RAM 7,S 6,GPU 1,12,QHD+,Touch,UK,1091.99
CPU 8b,RAM 7,S 11,GPU 18,15,FHD,Non-Touch,US,771
CPU 8b,RAM 7,S 30,GPU 1,14,HD+,Non-Touch,CN,870.00
CPU 8b,RAM 7,S 11,GPU 1,13,UHD,Non-Touch,CN,1108.20
CPU 8b,RAM 7,S 6,GPU 1,12,FHD,Touch,CN,943.20
CPU 8b,RAM 7,S 23,GPU 1,14,HD+,Non-Touch,CN,539.85
CPU 8b,RAM 7,S 18,GPU 14,15,FHD,Touch,DE,1532.82
CPU 8b,RAM 7,S 18,GPU 1,13,FHD,Touch,CN,1199.85
CPU 8b,RAM 7,S 30,GPU 1,15,HD+,Non-Touch,CN,644.85
CPU 8b,RAM 7,S 11,GPU 1,12,FHD,Touch,CN,794.85
CPU 8b,RAM 7,S 17,GPU 1,14,HD+,Non-Touch,CN,569.85
CPU 8b,RAM 7,S 11,GPU 1,15,HD+,Non-Touch,CN,701.85
CPU 8b,RAM 7,S 6,GPU 1,14,FHD,Non-Touch,UK,713.70
CPU 8b,RAM 7,S 11,GPU 1,14,HD+,Non-Touch,CN,734.85
CPU 8b,RAM 7,S 11,GPU 1,12,UHD,Touch,CN,973.20
CPU 8b,RAM 7,S 11,GPU 1,12,QHD+,Touch,CN,1648.05
CPU 8b,RAM 7,S 6,GPU 1,13,UHD,Touch,CN,1663.20
CPU 8b,RAM 7,S 45,GPU 1,15,HD+,Non-Touch,BR,624.24
CPU 8b,RAM 7,S 6,GPU 12,15,FHD,Non-Touch,DE,943.99
CPU 8b,RAM 7,S 11,GPU 16,15,FHD,Touch,US,849.99
CPU 8b,RAM 7,S 23,GPU 4,15,UHD,Non-Touch,US,1479.99
CPU 8b,RAM 7,S 6,GPU 1,13,FHD+,Touch,CN,1183.20
CPU 8b,RAM 7,S 30,GPU 1,15,FHD,Non-Touch,CN,704.85
CPU 8b,RAM 7,S 6,GPU 18,15,FHD,Non-Touch,FR,1089.95
CPU 8b,RAM 7,S 6,GPU 1,13,UHD,Non-Touch,US,1199.99
CPU 8b,RAM 7,S 30,GPU 6,15,FHD,Non-Touch,US,999
CPU 8b,RAM 7,S 23,GPU 18,15,FHD,Non-Touch,CN,974.85
CPU 8b,RAM 7,S 23,GPU 16,15,UHD,Touch,US,599.99
CPU 8b,RAM 7,S 11,GPU 15,15,FHD,Non-Touch,DE,801.21
CPU 8b,RAM 7,S 11,GPU 1,13,UHD,Touch,UK,1623.70
CPU 8b,RAM 7,S 11,GPU 1,13,HD,Non-Touch,IN,1861.86
CPU 8b,RAM 7,S 23,GPU 1,14,FHD,Touch,IN,937.86
CPU 8b,RAM 7,S 25,GPU 6,15,FHD,Non-Touch,IN,1387.88
CPU 8b,RAM 7,S 23,GPU 1,13,FHD,Touch,IN,937.86
CPU 8b,RAM 7,S 18,GPU 1,12,UHD,Touch,BR,2393.82
CPU 8b,RAM 7,S 18,GPU 14,17,FHD,Non-Touch,DE,1178.82
CPU 8b,RAM 7,S 30,GPU 13,15,FHD,Non-Touch,DE,1178.82
CPU 8b,RAM 7,S 18,GPU 12,15,FHD,Non-Touch,DE,942.82
CPU 8b,RAM 7,S 33,GPU 14,15,FHD,Non-Touch,DE,1414.82
CPU 8b,RAM 7,S 33,GPU 1,17,HD+,Non-Touch,DE,883.82
CPU 8b,RAM 7,S 33,GPU 1,17,FHD,Non-Touch,DE,942.82
CPU 8b,RAM 7,S 6,GPU 1,13,FHD+,Non-Touch,US,1109.99
CPU 8b,RAM 7,S 18,GPU 1,13,FHD+,Non-Touch,US,1599
CPU 8b,RAM 7,S 6,GPU 1,15,HD+,Non-Touch,CN,644.85
CPU 8b,RAM 7,S 30,GPU 14,15,HD+,Non-Touch,IN,2309.47
CPU 8b,RAM 7,S 6,GPU 1,14,QHD+,Touch,AU,1151.28
CPU 8b,RAM 7,S 11,GPU 1,14,QHD+,Touch,US,1299
CPU 8b,RAM 7,S 30,GPU 18,15,FHD,Touch,IN,1021.86
CPU 8b,RAM 7,S 23,GPU 2,15,HD,Non-Touch,BR,611.82
CPU 8b,RAM 7,S 23,GPU 1,15,FHD,Touch,IN,1021.86
CPU 8b,RAM 7,S 23,GPU 1,17,HD+,Non-Touch,DE,706.82
CPU 8b,RAM 7,S 30,GPU 6,17,FHD,Non-Touch,UK,1185.09
CPU 8b,RAM 7,S 14,GPU 1,13,FHD,Non-Touch,UK,779.94
CPU 8b,RAM 7,S 11,GPU 14,15,UHD,Touch,US,1270
CPU 8b,RAM 7,S 18,GPU 1,13,FHD,Non-Touch,DE,1061.96
CPU 8b,RAM 7,S 11,GPU 1,15,HD,Touch,US,460
CPU 8b,RAM 7,S 30,GPU 18,17,FHD,Non-Touch,UK,1228.97
CPU 9,RAM 9,S 18,GPU 1,12,FHD+,Non-Touch,US,1489.99
CPU 9,RAM 4,S 6,GPU 1,12,QHD+,Touch,US,699
CPU 9,RAM 4,S 6,GPU 1,12,UHD,Touch,CN,673.20
CPU 9,RAM 4,S 6,GPU 1,10,UHD,Touch,CN,673.20
CPU 9,RAM 4,S 6,GPU 1,10,UHD,Non-Touch,CN,733.05
CPU 9,RAM 4,S 6,GPU 1,12,FHD,Touch,UK,1299.94
CPU 9,RAM 4,S 6,GPU 1,10,QHD+,Touch,JP,1229.11
CPU 9,RAM 7,S 11,GPU 1,12,FHD+,Non-Touch,CN,1349.85
CPU 9,RAM 7,S 18,GPU 1,12,FHD+,Non-Touch,US,1392.59
CPU 9,RAM 7,S 7,GPU 1,12,FHD+,Non-Touch,CN,658.20
CPU 9,RAM 7,S 6,GPU 1,12,FHD+,Touch,CN,643.20
CPU 10b,RAM 9,S 30,GPU 18,15,FHD,Non-Touch,US,929.99
CPU 10b,RAM 9,S 23,GPU 16,15,FHD,Touch,US,739.99
CPU 10b,RAM 9,S 23,GPU 1,15,FHD,Touch,US,699.99
CPU 10b,RAM 9,S 23,GPU 14,15,FHD,Non-Touch,US,849.99
CPU 10b,RAM 9,S 23,GPU 14,17,FHD,Non-Touch,US,1059.99
CPU 10b,RAM 9,S 23,GPU 25,15,FHD,Non-Touch,US,1279.99
CPU 10b,RAM 9,S 30,GPU 14,15,FHD,Non-Touch,US,859.99
CPU 10b,RAM 9,S 30,GPU 6,15,FHD,Touch,FR,1416.99
CPU 10b,RAM 9,S 30,GPU 14,15,FHD,Touch,DE,1178.82
CPU 10b,RAM 9,S 23,GPU 1,15,HD+,Non-Touch,DE,706.82
CPU 10b,RAM 9,S 11,GPU 1,15,FHD,Touch,US,999.99
CPU 10b,RAM 9,S 23,GPU 1,17,FHD,Touch,US,949.99
CPU 10b,RAM 9,S 23,GPU 1,15,FHD,Non-Touch,CN,689.85
